	cnn_score	precision	precision_u8
0	3.7524914e-19	0.0	0
1	2.746792e-14	0.0019610069270628028	1
2	1.8519774e-13	0.005882470090366354	2
3	4.727296e-13	0.009804078274233019	3
4	9.0410356e-13	0.013725570371751816	4
5	1.4866e-12	0.017647276967624692	5
6	2.239595e-12	0.02156870028490676	6
7	3.1955768e-12	0.02549020112499345	7
8	4.3571184e-12	0.029411847872748753	8
9	5.7152113e-12	0.033333350274130424	9
10	7.305546e-12	0.03725498592116161	10
11	9.158349e-12	0.041176639081566435	11
12	1.1321138e-11	0.04509807752529893	12
13	1.3776819e-11	0.049019641196951236	13
14	1.6521623e-11	0.05294119668764885	14
15	1.9567927e-11	0.056862814894610425	15
16	2.3013026e-11	0.06078439611630049	16
17	2.6759093e-11	0.0647060326146921	17
18	3.0880413e-11	0.06862761278270046	18
19	3.5484272e-11	0.07254920121955277	19
20	4.058379e-11	0.07647062148265016	20
21	4.6145705e-11	0.08039229266856751	21
22	5.2285246e-11	0.08431394446061524	22
23	5.883019e-11	0.0882354417213147	23
24	6.597232e-11	0.09215726310904915	24
25	7.3747945e-11	0.09607864006493683	25
26	8.2074285e-11	0.10000035364361393	26
27	9.119761e-11	0.10392188928968371	27
28	1.0083033e-10	0.10784333512079969	28
29	1.113084e-10	0.11176491916498765	29
30	1.2249811e-10	0.11568648015664651	30
31	1.3448731e-10	0.11960796537329421	31
32	1.4728989e-10	0.12352943673320216	32
33	1.610066e-10	0.1274516482817304	33
34	1.7576922e-10	0.1313726120905837	34
35	1.915271e-10	0.13529444878803976	35
36	2.0825114e-10	0.1392159170405286	36
37	2.2629043e-10	0.1431376326141368	37
38	2.45195e-10	0.14705909642744064	38
39	2.6557148e-10	0.1509805091357007	39
40	2.869432e-10	0.1549021807653429	40
41	3.0970496e-10	0.15882386585913555	41
42	3.3369138e-10	0.16274538671966865	42
43	3.5918593e-10	0.1666673326081557	43
44	3.8651257e-10	0.17058829432903633	44
45	4.157017e-10	0.1745104456597686	45
46	4.465608e-10	0.17843179101822193	46
47	4.7926707e-10	0.18235325537837088	47
48	5.1344545e-10	0.18627514479996787	48
49	5.497172e-10	0.19019630694434742	49
50	5.883224e-10	0.19411794506729374	50
51	6.288202e-10	0.198039810123956	51
52	6.708634e-10	0.20196088273507162	52
53	7.1718387e-10	0.20588263225383818	53
54	7.646026e-10	0.20980415541734887	54
55	8.145675e-10	0.21372626790838145	55
56	8.6690743e-10	0.21764727522617777	56
57	9.2346786e-10	0.22156898515510481	57
58	9.810878e-10	0.22549067119749988	58
59	1.0412438e-09	0.22941253191703181	59
60	1.1075784e-09	0.2333338981726184	60
61	1.1747505e-09	0.23725505925271673	61
62	1.2456876e-09	0.24117734049756323	62
63	1.3202532e-09	0.245098280612985	63
64	1.3984127e-09	0.2490202884099587	64
65	1.4815467e-09	0.2529429399581329	65
66	1.5690063e-09	0.2568627469167185	66
67	1.6623295e-09	0.2607854385392976	67
68	1.7595816e-09	0.264706553599811	68
69	1.8607659e-09	0.26862784872829226	69
70	1.9693078e-09	0.2725490491333461	70
71	2.0803408e-09	0.27647101260295703	71
72	2.195736e-09	0.28039243960140736	72
73	2.3142368e-09	0.2843142741407432	73
74	2.441186e-09	0.2882363974990434	74
75	2.5829001e-09	0.29215754632293256	75
76	2.7219271e-09	0.29607880420626154	76
77	2.8713714e-09	0.3000001461621017	77
78	3.0237852e-09	0.30392158101009226	78
79	3.1880447e-09	0.3078431525958668	79
80	3.3617147e-09	0.3117649410107095	80
81	3.5511796e-09	0.31568834235163656	81
82	3.7397276e-09	0.31960838098327304	82
83	3.9365293e-09	0.3235303492432041	83
84	4.141081e-09	0.32745187343155935	84
85	4.364544e-09	0.3313731785368501	85
86	4.597304e-09	0.33529453237876616	86
87	4.8408877e-09	0.3392162468269385	87
88	5.1017546e-09	0.3431372738842442	88
89	5.37012e-09	0.3470593851689783	89
90	5.6444676e-09	0.35098158924902445	90
91	5.932424e-09	0.3549028683458334	91
92	6.243782e-09	0.35882365850738995	92
93	6.573186e-09	0.36274744414056925	93
94	6.9163133e-09	0.36666728535827153	94
95	7.2728294e-09	0.3705897494376499	95
96	7.643464e-09	0.37451086583929594	96
97	8.025054e-09	0.3784327917263417	97
98	8.4326395e-09	0.38235302838842333	98
99	8.84168e-09	0.38627543989038304	99
100	9.285569e-09	0.3901975615762009	100
101	9.75591e-09	0.39411848352595236	101
102	1.0250778e-08	0.39804062641241866	102
103	1.0787897e-08	0.40196146154909007	103
104	1.1334854e-08	0.4058852259737883	104
105	1.191345e-08	0.4098042194267546	105
106	1.2524017e-08	0.4137262154399943	106
107	1.3169442e-08	0.4176487075827927	107
108	1.3852461e-08	0.42157268715513563	108
109	1.4556655e-08	0.42549192723573603	109
110	1.5284282e-08	0.4294128226091344	110
111	1.6063682e-08	0.433334634866234	111
112	1.6868665e-08	0.43725660804758415	112
113	1.7743337e-08	0.44117796863144854	113
114	1.8603266e-08	0.44509985323093093	114
115	1.9577664e-08	0.4490215184354651	115
116	2.0545372e-08	0.4529422040051555	116
117	2.1613532e-08	0.45686312616708546	117
118	2.2685029e-08	0.46078557275461507	118
119	2.3811056e-08	0.46470682916641515	119
120	2.4989543e-08	0.4686281959952038	120
121	2.631158e-08	0.47255104764226585	121
122	2.7685656e-08	0.476472623403839	122
123	2.9131934e-08	0.4803921848490048	123
124	3.06374e-08	0.48431543005850686	124
125	3.2211933e-08	0.4882374493660492	125
126	3.379228e-08	0.4921575285923234	126
127	3.5660662e-08	0.4960793787015545	127
128	3.750595e-08	0.5000001530149326	128
129	3.9463274e-08	0.5039236978734578	129
130	4.149899e-08	0.507844873344903	130
131	4.3670113e-08	0.5117652793033309	131
132	4.604625e-08	0.5156865969893378	132
133	4.849799e-08	0.5196082285361603	133
134	5.11495e-08	0.5235295636400861	134
135	5.3720182e-08	0.5274523894944119	135
136	5.6642175e-08	0.5313737095897613	136
137	5.959305e-08	0.5352953353412743	137
138	6.280141e-08	0.5392166807012259	138
139	6.612447e-08	0.5431396558103352	139
140	6.974924e-08	0.5470611928947056	140
141	7.3428026e-08	0.5509806711511491	141
142	7.754229e-08	0.5549026233490072	142
143	8.1593974e-08	0.5588239484257611	143
144	8.606477e-08	0.5627467001085819	144
145	9.085328e-08	0.5666677057966787	145
146	9.5864515e-08	0.5705890485617244	146
147	1.0142533e-07	0.5745101934317959	147
148	1.0686406e-07	0.5784333306149279	148
149	1.1289117e-07	0.5823552210089801	149
150	1.19209105e-07	0.586275299272732	150
151	1.2554575e-07	0.5901986167570535	151
152	1.3259529e-07	0.5941190657270798	152
153	1.4014138e-07	0.5980417830517158	153
154	1.4837552e-07	0.60196342954558	154
155	1.573838e-07	0.6058834699804625	155
156	1.6696124e-07	0.6098043055904911	156
157	1.7683612e-07	0.613728435556804	157
158	1.8742885e-07	0.617649458759084	158
159	1.9922932e-07	0.6215698299565653	159
160	2.1116183e-07	0.6254921033232437	160
161	2.2393353e-07	0.6294127706234698	161
162	2.3768794e-07	0.6333344236661913	162
163	2.523565e-07	0.6372566192758656	163
164	2.6854195e-07	0.6411789062289999	164
165	2.857791e-07	0.6451008252509256	165
166	3.0352282e-07	0.649021909017234	166
167	3.2293445e-07	0.652941682160016	167
168	3.4424326e-07	0.656862937676447	168
169	3.6804485e-07	0.6607852690847166	169
170	3.9216528e-07	0.66470826259297	170
171	4.1795764e-07	0.6686281353102815	171
172	4.4638622e-07	0.6725511536599251	172
173	4.7732533e-07	0.6764735486955622	173
174	5.0981777e-07	0.6803948773473472	174
175	5.4516573e-07	0.6843146892349028	175
176	5.860209e-07	0.6882360331347939	176
177	6.271451e-07	0.6921585319448633	177
178	6.702258e-07	0.6960818019850932	178
179	7.201384e-07	0.7000018582164578	179
180	7.7355566e-07	0.7039218392088127	180
181	8.3291457e-07	0.7078449953687627	181
182	8.967968e-07	0.7117673219177623	182
183	9.670264e-07	0.7156884022385369	183
184	1.0403153e-06	0.7196115574748133	184
185	1.1209488e-06	0.7235326740593444	185
186	1.2113364e-06	0.727451315995451	186
187	1.3095284e-06	0.7313747117834701	187
188	1.4154921e-06	0.7352948637498753	188
