	cnn_score	precision	precision_u8
0	0.0	2.220446049250313e-16	0
1	1e-45	0.047680239172739	12
2	3e-45	0.05253637864821603	13
3	4e-45	0.05492020882669002	14
4	7e-45	0.057771724609796515	15
5	1.3e-44	0.060995183229983985	16
6	2.5e-44	0.06484832449855293	17
7	5e-44	0.06878768449327	18
8	9.7e-44	0.07261426691701234	19
9	1.82e-43	0.07649743961241384	20
10	3.38e-43	0.08040343080189427	21
11	6.1e-43	0.08431988959834891	22
12	1.085e-42	0.08823721809799656	23
13	1.892e-42	0.09215735351606502	24
14	3.236e-42	0.0960797702379429	25
15	5.445e-42	0.10000212629635508	26
16	9.002e-42	0.10392182471840994	27
17	1.472e-41	0.10784315700634217	28
18	2.3685e-41	0.11176492979408181	29
19	3.7717e-41	0.11568659748102406	30
20	5.927e-41	0.11960795124340629	31
21	9.1985e-41	0.12352955506570673	32
22	1.41266e-40	0.1274510706740709	33
23	2.14554e-40	0.1313726389246691	34
24	3.22807e-40	0.13529413151400982	35
25	4.80743e-40	0.13921580714369164	36
26	7.10736e-40	0.14313736792488307	37
27	1.042544e-39	0.14705889140162387	38
28	1.52398e-39	0.15098048396427266	39
29	2.215838e-39	0.15490202107325834	40
30	3.191597e-39	0.15882361899217678	41
31	4.568126e-39	0.16274520789802505	42
32	6.51286e-39	0.16666668091749326	43
33	9.179699e-39	0.17058845385260657	44
34	1.2854021e-38	0.17450982468027676	45
35	1.7940374e-38	0.17843158269387493	46
36	2.4925232e-38	0.18235297440300025	47
37	3.4361638e-38	0.18627456634722905	48
38	4.7358636e-38	0.19019613588366824	49
39	6.487694e-38	0.19411765694115468	50
40	8.8156174e-38	0.19803922547779584	51
41	1.1965697e-37	0.20196083207517024	52
42	1.622294e-37	0.20588240403559988	53
43	2.1914122e-37	0.20980393419973464	54
44	2.9490021e-37	0.21372553476382505	55
45	3.9506146e-37	0.21764707101655834	56
46	5.2719462e-37	0.22156870044278854	57
47	7.0197717e-37	0.22549052580696216	58
48	9.322348e-37	0.22941178149722818	59
49	1.2365001e-36	0.23333344408087897	60
50	1.6316728e-36	0.237255051193618	61
51	2.1559167e-36	0.2411765322607088	62
52	2.8232597e-36	0.24509814844970712	63
53	3.6957624e-36	0.24901974804124416	64
54	4.8352845e-36	0.2529413046596616	65
55	6.2970724e-36	0.25686289033341947	66
56	8.1531216e-36	0.2607843602485911	67
57	1.057623e-35	0.26470602264846366	68
58	1.3663706e-35	0.26862749847422074	69
