	cnn_score	precision	precision_u8
0	6.1879e-40	0.0	0
1	4.563596e-25	0.0019608818914602644	1
2	1.9513876e-23	0.0058823638585157045	2
3	1.3476354e-22	0.009804016713204189	3
4	5.1292155e-22	0.013725573564072557	4
5	1.4459238e-21	0.017647181437073	5
6	3.4186995e-21	0.02156873850713059	6
7	7.111794e-21	0.02549025122515025	7
8	1.3575435e-20	0.029411831478274197	8
9	2.4204705e-20	0.033333454514681726	9
10	4.0774863e-20	0.03725501318415081	10
11	6.576761e-20	0.04117677270115805	11
12	1.02143803e-19	0.0450981558466208	12
13	1.5464656e-19	0.049019632160947735	13
14	2.26673e-19	0.052941382000963544	14
15	3.2492825e-19	0.056862836973455955	15
16	4.5493393e-19	0.06078466183957443	16
17	6.2943885e-19	0.06470609634147972	17
18	8.601113e-19	0.0686276791853162	18
19	1.1529906e-18	0.07254945226916654	19
20	1.5299429e-18	0.07647060640720349	20
21	2.0057933e-18	0.08039221101459104	21
22	2.6077977e-18	0.08431398176493421	22
23	3.3620072e-18	0.08823542102227155	23
24	4.2828997e-18	0.09215714489578852	24
25	5.402436e-18	0.09607845065420284	25
26	6.782095e-18	0.10000021244616064	26
27	8.4303824e-18	0.10392171667807348	27
28	1.04311206e-17	0.10784328309651114	28
29	1.2798576e-17	0.1117649181770849	29
30	1.5691555e-17	0.11568651766996896	30
31	1.9088528e-17	0.11960798567724462	31
32	2.3188051e-17	0.12352964035524705	32
33	2.7991263e-17	0.12745102725004176	33
34	3.3685944e-17	0.1313727048127289	34
35	4.0255635e-17	0.13529435749099306	35
36	4.8035808e-17	0.1392158401793243	36
37	5.712102e-17	0.14313788929790294	37
38	6.7632385e-17	0.1470590407161897	38
39	7.984409e-17	0.15098108301565716	39
40	9.3673585e-17	0.15490235026348742	40
41	1.09806254e-16	0.15882373447942233	41
42	1.2810452e-16	0.16274537540682665	42
43	1.4933066e-16	0.1666667978182933	43
44	1.7407714e-16	0.17058875425929798	44
45	2.0208638e-16	0.17451020055150424	45
46	2.3391066e-16	0.17843187363758406	46
47	2.695985e-16	0.18235325504545075	47
48	3.1038882e-16	0.18627487614128346	48
49	3.5779545e-16	0.19019657426188918	49
50	4.1160957e-16	0.19411790709435106	50
51	4.72417e-16	0.19803961289377003	51
52	5.3999896e-16	0.2019611375297392	52
53	6.1844385e-16	0.205882891882874	53
54	7.078711e-16	0.20980426200686142	54
55	8.0677215e-16	0.21372615752552104	55
56	9.189197e-16	0.21764749414669282	56
57	1.0458264e-15	0.2215690373307474	57
58	1.1940752e-15	0.22549021176502348	58
59	1.3595162e-15	0.22941228939172298	59
60	1.543622e-15	0.23333397129185784	60
61	1.7481456e-15	0.23725564147876665	61
62	1.9719819e-15	0.24117795400065034	62
63	2.224962e-15	0.2450987709558312	63
64	2.5083479e-15	0.2490206800597904	64
65	2.8291008e-15	0.25294197331646795	65
66	3.1854093e-15	0.25686352679368296	66
67	3.5847463e-15	0.2607843482593444	67
68	4.029731e-15	0.26470589427725155	68
69	4.5460356e-15	0.26862831647812035	69
70	5.1174296e-15	0.2725495325741538	70
71	5.738162e-15	0.27647139018096234	71
72	6.449547e-15	0.2803925804190113	72
73	7.212659e-15	0.284314634818853	73
74	8.106225e-15	0.2882359230316087	74
75	9.063939e-15	0.2921568654867659	75
76	1.0147568e-14	0.2960788675465429	76
77	1.135737e-14	0.30000078010543396	77
78	1.2718971e-14	0.3039215978742029	78
79	1.425131e-14	0.3078442576809147	79
80	1.5938412e-14	0.31176572366811284	80
81	1.7897528e-14	0.315686939961244	81
82	1.9974745e-14	0.31960791686524126	82
83	2.2280973e-14	0.32352994273117175	83
84	2.4884588e-14	0.32745156127864383	84
85	2.7741444e-14	0.3313735727879823	85
86	3.0863993e-14	0.3352952219906248	86
87	3.4397927e-14	0.3392170026320689	87
88	3.8423244e-14	0.34313756288310626	88
89	4.266862e-14	0.34705929765285815	89
90	4.7601375e-14	0.3509806769690633	90
91	5.307087e-14	0.3549025759928399	91
92	5.9121104e-14	0.35882426776892007	92
93	6.5758535e-14	0.36274554710175133	93
94	7.3244294e-14	0.3666668209801912	94
95	8.137522e-14	0.3705884972637554	95
96	9.0423586e-14	0.37451104648997424	96
97	1.00636506e-13	0.3784327306619075	97
98	1.1195251e-13	0.38235395134684447	98
99	1.24578e-13	0.38627600728670275	99
100	1.3862496e-13	0.3901965174117018	100
101	1.5416493e-13	0.3941185556508232	101
102	1.7087921e-13	0.3980393287487425	102
103	1.9022018e-13	0.4019610548070751	103
104	2.1190624e-13	0.4058838115631668	104
105	2.353444e-13	0.4098045681131053	105
106	2.61873e-13	0.413727048069635	106
107	2.9156595e-13	0.4176474813011336	107
108	3.238502e-13	0.4215688959302485	108
109	3.592539e-13	0.42549184381935745	109
110	3.9897745e-13	0.42941294070194924	110
111	4.4380556e-13	0.43333478784006385	111
112	4.9342095e-13	0.4372564672738133	112
113	5.4793263e-13	0.4411768911856855	113
114	6.1049635e-13	0.4451009266060353	114
115	6.8139575e-13	0.44902113438945057	115
116	7.5943597e-13	0.4529428978158889	116
117	8.4653356e-13	0.45686303948337414	117
118	9.452848e-13	0.4607850165856432	118
119	1.0553461e-12	0.4647071501376008	119
120	1.1768075e-12	0.46862748371745755	120
121	1.3151393e-12	0.47254972251118466	121
122	1.4718359e-12	0.4764706823881566	122
123	1.6459588e-12	0.4803933693373238	123
124	1.8371806e-12	0.48431598747965077	124
125	2.0600657e-12	0.4882359422474226	125
126	2.3080884e-12	0.49215758065274584	126
127	2.5957218e-12	0.496078483930831	127
128	2.9026048e-12	0.5000006579727962	128
129	3.2548022e-12	0.5039227471937612	129
130	3.641738e-12	0.5078441158966132	130
131	4.095375e-12	0.5117671085104085	131
132	4.5973407e-12	0.5156886009589026	132
133	5.175825e-12	0.5196083330487915	133
134	5.7753056e-12	0.5235313446141726	134
135	6.467098e-12	0.5274531572299492	135
136	7.284105e-12	0.5313728820193782	136
137	8.191285e-12	0.53529651022381	137
138	9.204652e-12	0.5392176888578004	138
139	1.0347174e-11	0.543139568390706	139
140	1.1624835e-11	0.5470594739708108	140
141	1.31800265e-11	0.5509817411082951	141
142	1.4947009e-11	0.5549036167036596	142
143	1.6778023e-11	0.5588253863285038	143
144	1.9008474e-11	0.5627480143435931	144
145	2.1435038e-11	0.5666687513667773	145
146	2.4278796e-11	0.5705896387299076	146
147	2.747708e-11	0.5745111892529184	147
148	3.142773e-11	0.5784331904145446	148
149	3.5762986e-11	0.5823578286779618	149
150	4.0792942e-11	0.5862751730068465	150
151	4.6323397e-11	0.590196925724134	151
152	5.2762003e-11	0.5941185436723488	152
153	6.0055426e-11	0.5980395783596304	153
154	6.845724e-11	0.6019636188987665	154
155	7.821135e-11	0.6058837993554644	155
156	8.982004e-11	0.6098045160570122	156
157	1.0257536e-10	0.6137263645345721	157
158	1.1741451e-10	0.6176478048175045	158
159	1.3481888e-10	0.6215708488882792	159
160	1.5468563e-10	0.6254916537035773	160
161	1.7681766e-10	0.6294145520758772	161
162	2.036584e-10	0.6333355535787191	162
163	2.3488334e-10	0.6372577840847833	163
164	2.6940708e-10	0.6411765787536282	164
165	3.097227e-10	0.64509887582092	165
166	3.6059175e-10	0.6490220627753369	166
167	4.2048875e-10	0.652943316935316	167
168	4.8869925e-10	0.6568634672452609	168
169	5.676108e-10	0.6607870826766571	169
170	6.6297423e-10	0.6647092746591798	170
171	7.7405826e-10	0.6686305713691748	171
172	9.0917335e-10	0.6725512712003616	172
173	1.0623781e-09	0.6764729505095505	173
174	1.2421856e-09	0.6803947038841093	174
175	1.4434638e-09	0.684316066077109	175
176	1.6852834e-09	0.6882369845925121	176
177	1.9817081e-09	0.6921591922673886	177
178	2.3315427e-09	0.6960800481581094	178
179	2.7430924e-09	0.7000016780660373	179
180	3.2325842e-09	0.7039227110965794	180
181	3.804849e-09	0.7078461480095604	181
182	4.5603357e-09	0.7117668660430325	182
183	5.424154e-09	0.7156868873379383	183
184	6.419571e-09	0.7196106912027123	184
185	7.558175e-09	0.7235325938752531	185
186	8.950119e-09	0.7274523248650437	186
187	1.0773893e-08	0.7313735115452351	187
188	1.2840055e-08	0.735298815139477	188
189	1.5517811e-08	0.739219358488862	189
190	1.8560415e-08	0.7431387894295516	190
191	2.2372086e-08	0.7470589142932422	191
192	2.7135568e-08	0.7509817992041032	192
193	3.2775347e-08	0.7549067941238878	193
194	3.9785533e-08	0.7588242292472818	194
