	cnn_score	precision	precision_u8
0	1.6550526e-17	0.0	0
1	1.3650606e-12	0.0019610069270628028	1
2	7.175704e-12	0.005882470090366354	2
3	1.6597362e-11	0.009804078274233019	3
4	2.957254e-11	0.013725570371751816	4
5	4.583763e-11	0.017647276967624692	5
6	6.623988e-11	0.02156870028490676	6
7	9.068384e-11	0.025490506795076473	7
8	1.1860067e-10	0.029411847872748753	8
9	1.5094073e-10	0.033333350274130424	9
10	1.8810693e-10	0.03725498592116161	10
11	2.3031524e-10	0.041176639081566435	11
12	2.775648e-10	0.04509807752529893	12
13	3.2899955e-10	0.049019641196951236	13
14	3.8719655e-10	0.05294119668764885	14
15	4.5169285e-10	0.056862814894610425	15
16	5.2079546e-10	0.06078439611630049	16
17	5.959049e-10	0.0647060326146921	17
18	6.7834166e-10	0.06862761278270046	18
19	7.676274e-10	0.07254920121955277	19
20	8.658383e-10	0.07647062148265016	20
21	9.690939e-10	0.08039229266856751	21
22	1.0808858e-09	0.08431394446061524	22
23	1.2003287e-09	0.0882354417213147	23
24	1.3308773e-09	0.09215726310904915	24
25	1.4701771e-09	0.09607912091386028	25
26	1.6157888e-09	0.10000035364361393	26
27	1.7747086e-09	0.10392188928968371	27
28	1.9423927e-09	0.10784333512079969	28
29	2.1229019e-09	0.11176544430843438	29
30	2.3145814e-09	0.11568648015664651	30
31	2.5155185e-09	0.11960796537329421	31
32	2.7280653e-09	0.12352943673320216	32
33	2.9529115e-09	0.1274516482817304	33
34	3.1903928e-09	0.1313731953456796	34
35	3.4451462e-09	0.13529444878803976	35
36	3.7125225e-09	0.1392159170405286	36
37	3.995593e-09	0.1431376326141368	37
38	4.287807e-09	0.14705909642744064	38
39	4.605712e-09	0.1509805091357007	39
40	4.935951e-09	0.15490283777993108	40
41	5.284676e-09	0.15882386585913555	41
42	5.654877e-09	0.16274538671966865	42
43	6.050827e-09	0.1666673326081557	43
44	6.4571735e-09	0.17058829432903633	44
45	6.8812205e-09	0.1745111674953692	45
46	7.327662e-09	0.17843179101822193	46
47	7.799795e-09	0.18235475261297418	47
48	8.30412e-09	0.18627514479996787	48
49	8.822813e-09	0.19019708282939507	49
50	9.355648e-09	0.19411794506729374	50
51	9.933406e-09	0.198039810123956	51
52	1.0525159e-08	0.20196088273507162	52
53	1.11586544e-08	0.20588263225383818	53
54	1.1838022e-08	0.20980415541734887	54
55	1.2546874e-08	0.21372626790838145	55
56	1.3269593e-08	0.21764727522617777	56
57	1.40414915e-08	0.22156898515510481	57
58	1.485679e-08	0.22549067119749988	58
59	1.5690162e-08	0.22941253191703181	59
60	1.6563801e-08	0.2333338981726184	60
61	1.7480819e-08	0.23725505925271673	61
62	1.8440057e-08	0.24117830552631037	62
63	1.9437836e-08	0.24509926104227586	63
64	2.04975e-08	0.2490202884099587	64
65	2.1581238e-08	0.252941928354929	65
66	2.2734582e-08	0.2568627469167185	66
67	2.39167e-08	0.26078439527910324	67
68	2.5176652e-08	0.2647076128751916	68
69	2.6501413e-08	0.26862784872829226	69
70	2.7853877e-08	0.2725490491333461	70
71	2.9307602e-08	0.27647101260295703	71
72	3.078037e-08	0.28039243960140736	72
73	3.236831e-08	0.2843142741407432	73
74	3.3994752e-08	0.2882363974990434	74
75	3.575445e-08	0.29215754632293256	75
76	3.7569954e-08	0.29607880420626154	76
77	3.9493692e-08	0.3000001461621017	77
78	4.153486e-08	0.30392158101009226	78
79	4.3580748e-08	0.3078431525958668	79
80	4.5858247e-08	0.31176620195003046	80
81	4.8144447e-08	0.31568706381163936	81
82	5.051022e-08	0.31960838098327304	82
83	5.2945058e-08	0.3235303492432041	83
84	5.5461292e-08	0.327453205498354	84
85	5.827301e-08	0.3313731785368501	85
86	6.115607e-08	0.33529453237876616	86
87	6.4124755e-08	0.3392162468269385	87
88	6.72754e-08	0.3431372738842442	88
89	7.068593e-08	0.3470593851689783	89
90	7.407101e-08	0.35098158924902445	90
91	7.762975e-08	0.3549028683458334	91
92	8.12331e-08	0.35882365850738995	92
93	8.5088544e-08	0.36274594490946976	93
94	8.9235314e-08	0.36666728535827153	94
95	9.352369e-08	0.3705897494376499	95
96	9.8020024e-08	0.37451086583929594	96
97	1.027435e-07	0.3784327917263417	97
98	1.0772624e-07	0.38235302838842333	98
99	1.1292089e-07	0.38627543989038304	99
100	1.184513e-07	0.3901975615762009	100
101	1.2427152e-07	0.39411848352595236	101
102	1.3008994e-07	0.39804062641241866	102
103	1.3636222e-07	0.40196146154909007	103
104	1.4294318e-07	0.405883509013895	104
105	1.4985662e-07	0.4098042194267546	105
106	1.5713273e-07	0.4137262154399943	106
107	1.647348e-07	0.4176487075827927	107
108	1.7284717e-07	0.4215690875687814	108
109	1.810773e-07	0.42549192723573603	109
110	1.8969719e-07	0.4294128226091344	110
111	1.9867016e-07	0.433334634866234	111
112	2.086146e-07	0.43725660804758415	112
113	2.1851133e-07	0.44117796863144854	113
114	2.2889027e-07	0.44509985323093093	114
115	2.397876e-07	0.4490215184354651	115
116	2.515002e-07	0.4529422040051555	116
117	2.639921e-07	0.45686312616708546	117
118	2.7697232e-07	0.46078557275461507	118
119	2.905071e-07	0.46470682916641515	119
120	3.0459717e-07	0.4686281959952038	120
121	3.2013853e-07	0.47255104764226585	121
122	3.3622075e-07	0.476472623403839	122
123	3.526599e-07	0.4803921848490048	123
124	3.7039203e-07	0.48431543005850686	124
125	3.880961e-07	0.4882374493660492	125
126	4.0754048e-07	0.4921597252733996	126
127	4.2772152e-07	0.4960793787015545	127
128	4.4849676e-07	0.5000001530149326	128
